.thisRepN,.thisTrialN,.thisN,.thisIndex,.stepSize,.intensity,image_name,global_start_time,global_end_time,pressKey,pressRT,releaseRT,image_started,image_ended,ID,frameRate,
0,-1,-1,0,0.0969100130080564,None,materials/instructions\1_welcome.png,3.478763999999501,32.682837300002575,0,29.034807699965313,29.202468500006944,0.06171449995599687,29.212260699947365,53211,60.0,
