x,y,orientation,.thisRepN,.thisTrialN,.thisN,.thisIndex,.stepSize,.intensity,image_name,global_start_time,global_end_time,pressKey,pressRT,releaseRT,image_started,image_ended,name,globalTime,fixation_dur,stimulation_dur,post_fixation,opacity,locationResponse_pressKey,locationResponse_pressRT,locationResponse_releaseRT,orientationResponse_pressKey,orientationResponse_pressRT,orientationResponse_releaseRT,pasResponse_pressKey,pasResponse_pressRT,pasResponse_releaseRT,ID,frameRate,
,,,0,-1,-1,0,0.0969100130080564,None,materials/instructions\1_welcome.png,2.9829008000087924,44.978168400004506,0,41.87721720000263,41.99376790001406,0.060584899998502806,41.997391200013226,,,,,,,,,,,,,,,,magdatest,60.0,
,,,0,-1,-1,0,0.0969100130080564,None,materials/instructions\2_instruction.png,45.038650100003,82.62861760001397,0,37.480111600016244,37.58819130001939,0.00999050002428703,37.5960938000062,,,,,,,,,,,,,,,,magdatest,60.0,
,,,0,-1,-1,0,0.0969100130080564,None,materials/instructions\3_location_demo.png,82.69702419999521,96.34978739998769,0,13.516955400002189,13.650621799984947,0.017838200001278892,13.657440700015286,,,,,,,,,,,,,,,,magdatest,60.0,
,,,0,-1,-1,0,0.0969100130080564,None,materials/instructions\4_orientation_demo.png,96.40989919999265,128.14299530000426,0,31.626385299983667,31.731675399991218,0.010295100015355274,31.739089600014267,,,,,,,,,,,,,,,,magdatest,60.0,
,,,0,-1,-1,0,0.0969100130080564,None,materials/instructions\5_pas_demo.png,128.19493100000545,140.86648500000592,0,12.554812400019728,12.669398700003512,0.02081190000171773,12.67713769999682,,,,,,,,,,,,,,,,magdatest,60.0,
77,77,90,0,-1,-1,0,0.0969100130080564,None,,,,,,,,,session,140.8849121000094,162.0,2.0,72.0,0.1,2,60.38875050001661,60.60558800000581,6,1.5863503000000492,1.820389399974374,6,0.793152199999895,0.956407699995907,magdatest,60.0,
,,,,,,,,,,,,,,,,,session,208.36825999998837,138.0,2.0,72.0,0.1,,,,,,,,,,,,
