.thisRepN,.thisTrialN,.thisN,.thisIndex,x,y,orientation,condition,cue_type,.stepSize,.intensity,image_name,global_start_time,global_end_time,pressKey,pressRT,releaseRT,image_started,image_ended,name,globalTime,fixation_dur,stimulation_dur,post_fixation,opacity,ID,frameRate,
0,-1,-1,0,,,,,,0.0969100130080564,None,materials/instructions\1_welcome.png,1.6154193000402302,2.0048177000135183,0,0.3261746000498533,0.3869802000699565,0.02756670000962913,0.38814639998599887,,,,,,,,867.0,
0,-1,-1,0,,,,,,0.0969100130080564,None,materials/instructions\2_instruction.png,2.0276168000418693,2.2111459000734612,0,0.11408480000682175,0.1810010999906808,0.003795800032094121,0.18566560000181198,,,,,,,,867.0,
0,-1,-1,0,,,,,,0.0969100130080564,None,materials/instructions\3_location_demo.png,2.2427032999694347,2.42521829996258,0,0.07597520004492253,0.1801953000249341,0.0041686000768095255,0.1801141999894753,,,,,,,,867.0,
0,-1,-1,0,,,,,,0.0969100130080564,None,materials/instructions\4_orientation_demo.png,2.454159799963236,2.6369044000748545,0,0.04911100002937019,0.18060029996559024,0.004066199995577335,0.18106930004432797,,,,,,,,867.0,
0,-1,-1,0,,,,,,0.0969100130080564,None,materials/instructions\5_pas_demo.png,2.6589120000135154,2.80531109997537,0,0.009589899913407862,0.14397350000217557,0.005143200047314167,0.14446340000722557,,,,,,,,867.0,
0,-1,-1,0,,,,,,0.0969100130080564,None,materials/instructions\11_session_start.png,2.827584700076841,3.1925743999890983,0,0.2911370999645442,0.36274800007231534,0.0041099999798461795,0.36304339999333024,,,,,,,,867.0,
,,,,,,,,,,,,,,,,,,,session,3.194843100034632,1994.0,694.0,1040.0,0.02,,,
