.thisRepN,.thisTrialN,.thisN,.thisIndex,.stepSize,.intensity,image_name,global_start_time,global_end_time,pressKey,pressRT,releaseRT,image_started,image_ended,name,globalTime,ID,frameRate,
0,-1,-1,0,0.0969100130080564,None,materials/instructions\1_welcome.png,3.6657358999982534,7.30506719999903,0,3.53745550000167,3.6374391000026662,0.03291030000036699,3.6498289999981353,,,,60.0,
0,-1,-1,0,0.0969100130080564,None,materials/instructions\2_instruction.png,7.339434199999232,12.642000899999402,0,5.197056199998769,5.299586199998885,0.016680900000210386,5.30005909999818,,,,60.0,
0,-1,-1,0,0.0969100130080564,None,materials/instructions\3_location_demo.png,12.672900999998092,13.805999999996857,0,1.0136081999989983,1.1302615999993577,0.016671900000801543,1.1333513999998104,,,,60.0,
0,-1,-1,0,0.0969100130080564,None,materials/instructions\4_orientation_demo.png,13.841602399999829,16.13787289999891,0,2.129416100000526,2.2949330000010377,0.016865699999470962,2.2999882999974943,,,,60.0,
0,-1,-1,0,0.0969100130080564,None,materials/instructions\5_pas_demo.png,16.171908000000258,16.939409599999635,0,0.6310907000006409,0.7646667000008165,0.01664639999944484,0.7666578999997,,,,60.0,
0,-1,-1,0,0.0969100130080564,None,materials/instructions\10_staircase_start.png,16.99061779999829,17.571419699997932,0,0.46252650000315043,0.5792020000008051,0.016461100000014994,0.5831278000005113,,,,60.0,
,,,,,,,,,,,,,,staircase,17.586539699997957,,,
